회사명,이벤트시작일,이벤트종료일(마지막보도),기사수,언론사수,키워드종류,대표제목
한라홀딩스,2019-05-16,2019-05-16,1,1,구조조정,"한라홀딩스, 유통ㆍ물류 부문 구조조정 진행 중 ‘목표가↓’-NH투자증권"
한신평,2017-03-29,2017-03-29,1,1,구조조정,"[레이더M] 한신평, 대우조선해양 구조조정 추진방안에 따른 금융기관 손실부담 점검"
한앤컴퍼니,2013-11-04,2013-11-04,2,1,구조조정,"한앤컴퍼니, 구조조정 매물마다 `유력 후보`"
한앤컴퍼니,2016-04-26,2016-05-25,3,2,구조조정,"한앤컴퍼니, 한진해운 구조조정 돕는다 H라인 잔여지분 인수"
한온시스템,2025-02-14,2025-02-14,1,1,구조조정,"[리포트 브리핑]한온시스템, '전기차 수요 둔화, 구조조정 비용으로 적자 전환' 목표가 4,900원 - 신한투자증권"
한온시스템,2025-07-07,2025-07-09,3,2,구조조정,"[리포트 브리핑]한온시스템, '2차 구조조정이 온다' 목표가 3,700원 - 메리츠증권"
한전산업,2014-11-12,2014-11-12,1,1,구조조정,"한전산업, 자회사 구조조정 마무리..실적 개선 기대-신한"
한진,2011-01-16,2011-01-16,1,1,구조조정,"경총 ""한진重 구조조정 외부개입 중단해야"""
한진,2014-03-28,2014-03-29,2,2,희망퇴직,"한진중공업 희망퇴직 40대 ""가정 꾸릴 자신이 없어 """
한진,2015-06-02,2015-06-02,2,2,구조조정,현대-동부-한진-한진중공업-동국제강-대성그룹 구조조정 시급
한진,2016-05-29,2016-05-29,2,2,구조조정,"[현대상선-한진해운 합병론 급부상] 구조조정서 살아남은 선사, 실패한 선사 흡수합병 할듯"
한진,2016-09-02,2016-09-22,3,3,구조조정,"한진해운 구조조정, 법원-정부 '엇박자' 산으로 가나"
한진,2019-11-29,2019-11-29,2,2,구조조정,"한진 고강도 구조조정, 임원 20%이상 줄인다"
한진,2020-02-07,2020-02-07,1,1,구조조정,"한진, 투명한 기업지배구조 확립 경쟁력 확보 어려운 사업 구조조정"
한진그룹,2019-11-20,2019-11-20,1,1,구조조정,"한진그룹, ‘고강도 구조조정 예고’... 아시아나 매각발 ‘후폭풍’"
한진그룹,2020-02-07,2020-02-07,1,1,구조조정,"한진그룹, 제주파라다이스호텔 땅도 판다 호텔사업 본격 구조조정"
한진중공업,2011-01-07,2011-02-10,5,3,희망퇴직,"한진중공업, 희망퇴직 위로금 22개월분으로 확대"
한진중공업,2016-01-15,2016-01-15,1,1,구조조정,"한진중공업, 채권단과 구조조정 돌입"
한진중공업,2016-03-26,2016-04-07,2,2,희망퇴직,"한진중공업, 행정 관리 사무직 희망퇴직 받아"
한진중공업,2016-05-31,2016-05-31,1,1,구조조정,"한진중공업, 구조조정 본격화 경쟁력 회복-신한금융투자"
한진중공업,2019-06-05,2019-06-05,4,4,희망퇴직,"한진중공업, 전 직원 대상 희망퇴직 실시"
한진해운,2011-11-23,2011-11-23,2,2,구조조정,"[특징주]한진해운, 구조조정에 나홀로 `상승`"
한진해운,2013-12-10,2013-12-11,3,3,희망퇴직,한진해운 40세이상 10년이상 희망퇴직
한진해운,2014-02-06,2014-02-06,1,1,구조조정,"[시장 불안 기업 구조조정 다시 수면위] 한진해운, 분할 후 조양호 회장 품으로"
한진해운,2014-07-21,2014-07-21,1,1,구조조정,"한진해운, 지배구조 변화에 따른 신속한 구조조정"
한진해운,2015-02-02,2015-02-02,1,1,구조조정,"한진해운, 턴어라운드는 저유가보다 구조조정의 결과-KB證"
한진해운,2015-11-09,2015-11-09,1,1,구조조정,"한진해운, 현대상선 구조조정 필요하나? 강제합병설 등 갑론을박"
한진해운,2016-04-21,2016-05-12,7,5,구조조정,"[특징주]한진해운, 정부 구조조정 압박에 하락세 여전"
한진해운,2016-08-16,2016-11-03,17,11,구조조정,구조조정 중인 한진해운 3분기째 적자
한화,2015-09-08,2015-09-08,1,1,구조조정,"롯데 한화 태광 삼남, 화섬원료 통폐합 등 구조조정 급물살"
한화,2023-06-07,2023-06-08,4,4,구조조정,"김동관 한화그룹 부회장 “한화오션, 구조조정 없다”"
한화,2023-11-22,2023-11-22,1,1,희망퇴직,"태양광 업황 악화에 한화큐셀, 첫 희망퇴직 단행"
한화-DL,2025-12-12,2025-12-12,4,4,구조조정,"한화-DL, 여천NCC 원료공급 계약 체결 여수산단 구조조정 급물살"
한화그룹,2014-12-08,2014-12-08,3,2,구조조정,"한화그룹, 석유화학 M&A 이어 태양광 구조조정"
한화그룹,2025-03-18,2025-03-18,1,1,구조조정,"[트럼프발 구조조정 시간온다] 한화그룹, 트럼프 맞춤 美 시장 공략 나선다"
한화생명,2014-04-09,2014-04-09,2,2,인력감축,"[SEN TV]한화생명, 5년만에 인력감축"
한화생명,2014-10-15,2014-10-15,1,1,구조조정,"한화생명, 2차 구조조정 추진하나?"
한화생명,2014-11-21,2015-01-09,8,5,"구조조정,희망퇴직","한화생명, 2차 구조조정 칼바람 노조 ""수용 불가"""
한화생명,2016-05-11,2016-05-11,1,1,구조조정,"한화생명, 1분기 당기순익 1457억원 실현 ""기업 구조조정 관련 손실 없다"""
한화생명,2018-11-23,2018-11-24,2,1,구조조정,"한화생명, 내달부터 상시 구조조정"
한화생명,2022-04-01,2022-04-01,3,3,희망퇴직,"한화생명, 7년만에 희망퇴직 시행 150명 조정"
한화손보,2013-11-06,2013-12-03,5,4,희망퇴직,한화손보 인력 4~5% 감축 7일부터 희망퇴직 접수
한화손보,2017-03-14,2017-03-14,1,1,희망퇴직,"한화손보, 4년 만에 희망퇴직 단행"
한화손보,2020-06-01,2020-06-01,1,1,희망퇴직,"[단독] 한화손보, 희망퇴직 인원 150여명 신청 이달 확정발표할 듯"
한화손보,2024-03-04,2024-03-04,1,1,희망퇴직,"한화손보, 다시 희망퇴직 단행 나채범 대표 취임 1년만"
한화손해보험,2013-11-06,2013-11-06,1,1,희망퇴직,"한화손해보험, 10년 이상 근속직원 희망퇴직 시행"
한화손해사정,2015-01-28,2015-01-28,1,1,희망퇴직,"한화손해사정, 100명 희망퇴직 실시"
한화솔루션,2024-06-10,2024-06-10,2,2,구조조정,"한화솔루션, 中태양광 업체 구조조정 가속화로 전망 '밝음'-현대차"
한화솔루션,2025-02-21,2025-02-21,1,1,구조조정,"[리포트 브리핑]한화솔루션, '중국 태양광 산업 구조조정 및 공급과잉 해소 시그널' 목표가 29,000원 - 현대차증권"
한화오션,2023-06-07,2023-06-08,3,2,구조조정,김동관 부회장 “한화오션 인위적 구조조정 없어”
한화이글스,2019-02-15,2019-02-15,1,1,구조조정,"[데스크칼럼] 한화이글스, 세대교체와 구조조정 사이 "
한화증권,2013-08-22,2013-08-22,2,2,구조조정,한화증권 구조조정 본격화하나
한화증권,2013-11-14,2013-11-14,1,1,구조조정,한화증권 최대 450명 구조조정 추진
한화증권,2013-12-20,2013-12-20,1,1,"구조조정,희망퇴직","한화증권, 300명 희망퇴직 확정 직원 20% 구조조정"
한화케미칼,2013-03-21,2013-03-21,1,1,구조조정,"한화케미칼, 태양광산업 구조조정 신호탄 '호재' - 한화"
한화케미칼,2015-05-14,2015-05-14,1,1,구조조정,"한화케미칼, 유화 4분기만에 흑자전환..태양광 구조조정 발목"
한화케미칼,2015-07-21,2015-07-30,2,2,구조조정,"한화케미칼, 구조조정 박차...""글로벌 화학사 원년"""
한화케미칼,2015-11-13,2015-11-13,1,1,구조조정,"[컨콜] 한화케미칼 ""한화종합화학 PTA 구조조정 자신있다"""
한화케미칼,2016-05-25,2016-05-25,1,1,구조조정,"한화케미칼, 업계 자발적 구조조정 동참 울산 CA공장 유니드에 매각"
한화케미칼,2017-09-18,2017-09-18,1,1,구조조정,"[오늘의종목]한화케미칼, 중국 구조조정 수혜...목표가 12.5% 상향"
한화큐셀,2015-12-29,2015-12-29,1,1,구조조정,"한화큐셀, 일본 태양광사업 구조조정"
한화큐셀,2023-11-22,2023-11-22,6,6,희망퇴직,재생에너지 ‘뒷걸음’ 후폭풍? ‘태양광 침체’ 한화큐셀 첫 희망퇴직
한화투자증권,2013-11-14,2013-11-14,1,1,구조조정,"한화투자증권, 인원 감축 등 구조조정 추진 최대 450명"
한화투자증권,2014-01-06,2014-01-06,1,1,"구조조정,희망퇴직","한화투자증권, 구조조정 마무리 350명 희망퇴직 10% 임금 삭감"
한화투자증권,2021-11-24,2021-11-24,1,1,구조조정,"​""롯데하이마트, 구조조정은 잘했지만 본질적인 개선 필요"" [한화투자증권]"
한화투자증권,2025-05-12,2025-05-12,1,1,구조조정,"한화투자증권 ""'어닝 쇼크' 롯데웰푸드, 구조조정 필요 투자의견 목표주가 동시 하향"" [이런국장 저런주식]"
항공주,2019-12-09,2019-12-09,1,1,구조조정,"항공주, 지배구조 및 구조조정 이벤트 주목 ‘비중확대’-한국투자"
해마로푸드서비스,2020-08-11,2020-08-11,1,1,구조조정,"[리포트 브리핑]해마로푸드서비스, '오프라인 리바운드 + 구조조정 효과' 목표가 3,600원 - 메리츠증권"
해마로푸드서비스,2020-10-22,2020-10-22,1,1,구조조정,"[리포트 브리핑]해마로푸드서비스, '2021 년부터 구조조정 효과 나타날 것' Not Rated - SK증권"
해성옵틱스,2021-09-09,2021-09-09,1,1,구조조정,"해성옵틱스, 구조조정 및 유상증자 결정 ""액츄에이터 사업 집중"""
해수부,2017-09-05,2017-09-05,1,1,희망퇴직,"해수부, 희망퇴직 포항항 항운노조 42명 생계안정지원 74억 지급"
해수부장관,2015-12-03,2015-12-03,1,1,구조조정,"해수부장관, 선사 대표들과 비공개 간담회 자발적 구조조정 당부"
해운업계,2013-11-11,2013-11-12,2,1,구조조정,"해운업계, 구조조정 바람 분다"
해운업계,2016-06-14,2016-06-14,1,1,구조조정,"해운업계, 구조조정 방향 논의 사장단 연찬회 개최"
핸디소프트,2020-01-21,2020-01-21,1,1,구조조정,"핸디소프트, 네트워크 사업 종료로 구조조정 ‘막바지’"
행자부,2015-03-02,2015-03-02,1,1,구조조정,"행자부, 조례 8만개 구조조정 한다"
현대ENG,2025-12-10,2025-12-10,1,1,희망퇴직,"현대ENG, 희망퇴직 시행설에 ""경쟁력 제고 위한 방안 확정은 아냐"""
현대그룹,2013-12-22,2013-12-23,2,1,구조조정,"현대그룹, 금융계열사 3곳 모두 매각 구조조정"
현대그룹,2014-07-17,2014-07-17,1,1,구조조정,"현대그룹, 구조조정을 ‘딱’...지배구조 개편이 ‘끝’"
현대그룹주,2013-12-23,2013-12-23,1,1,구조조정,"[Hot-Line] 현대그룹주, 대규모 구조조정 발표로 동반 급등"
현대라이프,2014-11-06,2014-11-06,1,1,구조조정,"현대라이프, 계열사 변칙 구조조정 논란 “해고용 전출” vs “인력교류”"
현대라이프,2015-07-01,2015-07-02,2,2,희망퇴직,"현대라이프, 이달 중 희망퇴직 실시 위로금 18개월분 지급"
현대로템,2016-01-15,2016-01-16,3,3,희망퇴직,"현대로템, 10년만에 희망퇴직 실시"
현대로템,2016-02-18,2016-02-19,4,3,희망퇴직,"현대로템, 한 달 만에 2차 희망퇴직 실시 과장급 이상 대상"
현대로템,2020-01-16,2020-01-16,1,1,희망퇴직,"현대로템, 희망퇴직 등 고강도 자구계획 발표"
현대면세점,2025-04-01,2025-04-10,8,8,희망퇴직,"현대면세점, 올 7월 동대문점 폐점..직원 전환배치 후 희망퇴직 추진"
현대모비스,2020-11-16,2020-11-16,1,1,구조조정,"[단독] 현대모비스, 최대 600명 구조조정"
현대모비스,2025-12-09,2025-12-09,1,1,희망퇴직,"현대모비스, 고경력자 희망퇴직 접수"
현대미포조선,2016-06-07,2016-06-07,2,2,구조조정,"[특징주]현대미포조선, 구조조정 수혜 기대감에 강세"
현대미포조선,2016-09-08,2016-09-08,1,1,구조조정,"현대미포조선, 중소 조선사 구조조정에 `반사이익`-메리츠"
현대미포조선,2017-03-24,2017-03-24,1,1,구조조정,"현대미포조선, 조선업계 구조조정 수혜 기대감에 52주 신고가"
현대산업,2011-05-06,2011-05-06,1,1,구조조정,"현대산업, 중견 건설사 구조조정은 기회..`매수↑`-대신"
현대상선,2013-03-04,2013-03-05,2,1,구조조정,"현대상선, 4년 만에 인력 구조조정"
현대상선,2013-12-06,2013-12-19,6,5,"구조조정,인력감축,희망퇴직","현대상선, 구조조정 성공이 선결 과제..목표가↓-우리"
현대상선,2014-04-11,2014-04-11,1,1,구조조정,"[특징주]현대상선, 대규모 구조조정 소식에↑"
현대상선,2016-01-20,2016-01-21,2,2,구조조정,"현대상선, 해운 구조조정 `읍참마속`되나"
현대상선,2016-04-25,2016-05-14,3,3,구조조정,"현대상선, 구조조정 계획대로...9월 해운동맹 대비"
현대상선,2016-06-29,2016-07-14,7,6,구조조정,"현대상선, 구조조정 마무리.. 영업력 강화 총력"
현대상선,2016-12-11,2016-12-11,1,1,구조조정,"현대상선, 2M과 '반쪽동맹' 그쳐...꼬여버린 해운 구조조정"
현대상선-한진해운,2015-11-09,2015-11-09,1,1,구조조정,"현대상선-한진해운, 정부 구조조정 추진 소식에 급락"
현대선물,2012-09-24,2012-09-24,1,1,구조조정,"[단독] 현대선물, 구조조정 나선다...감원 추진"
현대스틸파이프,2025-12-24,2025-12-24,1,1,희망퇴직,"현대스틸파이프, 희망퇴직 단행 현대제철 美 제철소 재원 마련"
현대에이치씨엔,2014-01-14,2014-01-14,1,1,구조조정,"현대에이치씨엔, 케이블 산업 구조조정 이슈에 따라 주가 변동성 커질 전망"
현대에이치씨엔,2019-11-18,2019-11-18,1,1,구조조정,"[리포트 브리핑]현대에이치씨엔, '유료방송 구조조정 급진전, M&A 가치 상승 ' BUY(유지) - 한국투자증권"
현대엘리,2016-04-21,2016-04-21,1,1,구조조정,"[특징주]현대엘리, 현대상선 구조조정 기대감에 강세"
현대엘리베이터,2013-09-24,2013-09-24,1,1,구조조정,"[노사문화대상] 현대엘리베이터, 25년간 노사분규 제로  구조조정도 안 해"
현대엘리베이터,2016-04-21,2016-04-21,1,1,구조조정,"현대엘리베이터, 현대상선 구조조정 부담 해소 기대감에 강세"
현대오일뱅크,2013-08-13,2013-08-13,1,1,"구조조정,희망퇴직","[단독]현대오일뱅크, 첫 희망퇴직 실시 정유사 '구조조정' 신호탄"
현대일렉트릭,2018-08-28,2018-08-28,2,2,"구조조정,희망퇴직","현대일렉트릭, 일감부족ㆍ사업악화로 희망퇴직 등 고강도 구조조정 실시"
현대일렉트릭,2019-09-22,2019-09-22,1,1,희망퇴직,"현대일렉트릭, 2년 연속 희망퇴직 실시"
현대일렉트릭,2020-04-28,2020-04-28,1,1,구조조정,"[리포트 브리핑]현대일렉트릭, '1Q20 review: 구조조정 효과가 발현' 목표가 9,800원 - 삼성증권"
현대자동차,2012-01-26,2012-01-26,1,1,구조조정,"[문답]현대차, ""유럽 브랜드 구조조정은 기회"""
현대자동차,2019-03-07,2019-03-07,5,5,구조조정,"현대차, ‘판매 고전’ 중국서 구조조정 고삐"
현대자동차,2020-07-01,2020-07-01,1,1,구조조정,(기획) 산업계 ‘생존비용 마련하라’ 구조조정 본격화(하) 세계 자동차산업 감원 바람 현대차 등 국내車도 ‘발등의 불’
현대자동차,2026-01-26,2026-01-26,1,1,희망퇴직,‘자발적 퇴사자도 희망퇴직 처리?’ 현대차證 직원들 ‘분통’
현대자원개발,2015-02-13,2015-02-13,1,1,구조조정,"현대자원개발, 현대종합상사로 이관...현대중공업 첫 법인 구조조정"
현대제철,2015-05-06,2015-05-06,1,1,구조조정,"""동국제강 후판 구조조정, 포스코 현대제철 반사이익 없다"""
현대제철,2015-06-12,2015-06-12,1,1,구조조정,"합병 앞둔 현대제철, 노후 사업 구조조정 '속도'"
현대제철,2016-11-03,2016-11-23,4,4,구조조정,"포스코 현대제철 등 국내 주요 철강사, 자발적 구조조정 성과 가시화"
현대제철,2019-12-02,2019-12-05,4,4,희망퇴직,"현대제철, 희망퇴직 시행 만 53세 이상 사무직 대상"
현대제철,2020-01-10,2020-02-26,5,5,구조조정,"안동일 현대제철 사장 ""강관사업 구조조정 검토중"""
현대제철,2020-08-20,2020-08-20,1,1,구조조정,"현대제철, 비수익 컬러강판사업 구조조정 검토중"
현대제철,2021-01-28,2021-01-28,9,7,구조조정,"[컨콜] 현대제철 ""지난해 이어 올해도 저수익 사업 구조조정 지속"""
현대제철,2021-03-24,2021-03-24,1,1,구조조정,"[리포트 브리핑]현대제철, '판재류 , 해외 그리고 저수익 사업 구조조정 효과' 목표가 53,000원 - 유안타증권"
현대제철,2021-04-27,2021-04-27,3,3,구조조정,[컨콜] 현대제철 “올해 수익성 극대화한다 모든 영역이 구조조정 대상”
현대제철,2024-10-29,2024-10-29,1,1,구조조정,"[리포트 브리핑]현대제철, '중국 구조조정이 가시화될 때를 기다리자' 중립(유지) - 한국투자증권"
현대제철,2025-03-04,2025-03-27,51,33,"구조조정,희망퇴직","현대제철, 포항공장 기술직 희망퇴직 실시...""고용안정 유지 최선"""
현대제철,2025-06-02,2025-07-03,6,6,구조조정,"[단독]현대제철, 중기사업부 매각 포항 1공장도 구조조정 돌입"
현대제철,2025-08-14,2025-08-14,1,1,희망퇴직,"[단독]현대제철, 포항공장 희망퇴직 접수 사업 정리 속도"
